property_type,price,location,city,baths,purpose,bedrooms,area_m2,Cluster
House,45000,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,4,177.0,Large Luxury Properties
House,55000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,6,253.0,Large Luxury Properties
House,15000000,FECHS,Islamabad,4,For Sale,5,177.0,Large Luxury Properties
House,21000000,Bahria Town,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,7500000,North Karachi,Karachi,3,For Sale,3,139.0,Medium Affordable Properties
House,27000,Ghauri Town,Islamabad,4,For Rent,4,76.0,Large Luxury Properties
House,25000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,5,354.0,Large Luxury Properties
Flat,5200000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,4700000,Nemat Colony No 1,Faisalabad,4,For Sale,3,51.0,Large Luxury Properties
Flat,5200000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,13000000,Saadi Road,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,6750000,Jubilee Town,Lahore,4,For Sale,3,76.0,Large Luxury Properties
Flat,35500000,Cantt,Karachi,4,For Sale,4,334.0,Medium Affordable Properties
Flat,13600000,G-11,Islamabad,2,For Sale,2,147.0,Medium Affordable Properties
Upper Portion,32000,F-15,Islamabad,3,For Rent,3,253.0,Cheap Affordable Properties
Flat,3300000,Nazimabad,Karachi,2,For Sale,2,68.0,Medium Affordable Properties
House,3500000,Shadab Colony,Faisalabad,2,For Sale,4,51.0,Large Luxury Properties
House,6500000,Baghbanpura,Lahore,2,For Sale,3,101.0,Large Luxury Properties
House,13000000,Range Road,Rawalpindi,5,For Sale,4,177.0,Large Luxury Properties
House,8500000,Chapal Uptown,Karachi,2,For Sale,2,121.0,Large Luxury Properties
Upper Portion,13000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,243.0,Cheap Affordable Properties
House,16000000,Green Avenue,Islamabad,4,For Sale,4,126.0,Large Luxury Properties
House,11000000,Gulfishan Colony,Faisalabad,6,For Sale,5,101.0,Large Luxury Properties
Flat,37500000,Cantt,Karachi,4,For Sale,3,288.0,Medium Affordable Properties
Flat,5500000,Allama Iqbal Town,Lahore,2,For Sale,3,126.0,Medium Affordable Properties
House,19000000,Lake City,Lahore,5,For Sale,4,303.0,Large Luxury Properties
Lower Portion,16000,Gulistan-e-Jauhar,Karachi,2,For Rent,1,101.0,Cheap Affordable Properties
House,13500000,Bahria Town,Islamabad,3,For Sale,3,126.0,Large Luxury Properties
House,12000000,Ali Alam Garden,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Flat,6000000,DHA Defence,Karachi,2,For Sale,2,101.0,Medium Affordable Properties
House,13500000,I-10,Islamabad,1,For Sale,2,126.0,Large Luxury Properties
Flat,2600000,B-17,Islamabad,1,For Sale,1,46.0,Medium Affordable Properties
House,6095000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Upper Portion,55000,D-12,Islamabad,4,For Rent,3,359.0,Cheap Affordable Properties
Flat,4500000,Allama Iqbal Town,Lahore,1,For Sale,2,152.0,Medium Affordable Properties
House,16500000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,12000000,DHA Defence,Karachi,3,For Sale,3,134.0,Medium Affordable Properties
Flat,70000,DHA Defence,Karachi,4,For Rent,3,248.0,Medium Affordable Properties
House,2800000,Dhamyal Road,Rawalpindi,2,For Sale,3,76.0,Large Luxury Properties
House,8800000,State Life Housing Society,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,60000,DHA Defence,Karachi,3,For Rent,3,101.0,Medium Affordable Properties
House,24000000,Wapda Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,8500000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Lower Portion,75000,Bahria Town,Islamabad,5,For Rent,4,253.0,Cheap Affordable Properties
House,4500000,Cantt,Lahore,2,For Sale,2,51.0,Large Luxury Properties
Flat,37000000,Cantt,Karachi,3,For Sale,3,271.0,Medium Affordable Properties
House,3700000,Multan Road,Lahore,2,For Sale,3,51.0,Large Luxury Properties
House,23500000,Pak Arab Housing Society,Lahore,3,For Sale,2,303.0,Large Luxury Properties
House,10800000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,9800000,Punjab Coop Housing Society,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,22500000,Paragon City,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Upper Portion,6500000,North Karachi,Karachi,2,For Sale,2,121.0,Cheap Affordable Properties
Flat,65000,North Nazimabad,Karachi,3,For Rent,3,271.0,Medium Affordable Properties
Flat,12900000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,197.0,Medium Affordable Properties
House,12500000,Divine Gardens,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,23000,Khayaban-e-Sir Syed,Rawalpindi,2,For Rent,2,76.0,Large Luxury Properties
House,8000000,Al-Manzar Society,Karachi,3,For Sale,3,121.0,Large Luxury Properties
House,15400000,Bahria Town Karachi,Karachi,3,For Sale,3,152.0,Large Luxury Properties
House,25000000,Wapda Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,5500000,Rehman Villas,Lahore,4,For Sale,3,81.0,Large Luxury Properties
Flat,13300000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,19500000,DHA Defence,Islamabad,5,For Sale,5,278.0,Large Luxury Properties
House,9000000,Township,Lahore,6,For Sale,5,126.0,Large Luxury Properties
Upper Portion,40000,Korangi,Karachi,4,For Rent,4,405.0,Cheap Affordable Properties
Flat,7000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,162.0,Medium Affordable Properties
House,9500000,Sanda,Lahore,1,For Sale,2,126.0,Large Luxury Properties
Flat,40000,DHA Defence,Karachi,2,For Rent,2,101.0,Medium Affordable Properties
Flat,4300000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,2,126.0,Medium Affordable Properties
Flat,12000000,DHA Defence,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,28800000,Scheme 33,Karachi,6,For Sale,6,243.0,Large Luxury Properties
House,4000000,Lalazar,Faisalabad,2,For Sale,2,76.0,Large Luxury Properties
Flat,37000,DHA Defence,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
Upper Portion,7000000,North Karachi,Karachi,2,For Sale,2,121.0,Cheap Affordable Properties
Flat,13300000,Bahria Town Karachi,Karachi,2,For Sale,2,253.0,Medium Affordable Properties
Flat,25000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,126.0,Medium Affordable Properties
House,15700000,G-13,Islamabad,5,For Sale,4,111.0,Large Luxury Properties
Lower Portion,55000,G-11,Islamabad,2,For Rent,2,235.0,Cheap Affordable Properties
Flat,75000,F-11,Islamabad,3,For Rent,3,336.0,Medium Affordable Properties
House,6200000,Harbanspura,Lahore,3,For Sale,3,76.0,Large Luxury Properties
Upper Portion,26500000,Gulshan-e-Iqbal Town,Karachi,6,For Sale,6,243.0,Cheap Affordable Properties
Flat,11500000,Scheme 33,Karachi,4,For Sale,3,197.0,Medium Affordable Properties
Flat,2800000,North Nazimabad,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,13200000,G-13,Islamabad,4,For Sale,4,111.0,Large Luxury Properties
Flat,4500000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,91.0,Medium Affordable Properties
House,12000000,Canal Bank Housing Scheme,Lahore,4,For Sale,6,126.0,Large Luxury Properties
House,10000000,Bahria Town,Lahore,3,For Sale,3,126.0,Large Luxury Properties
Upper Portion,60000,Jamshed Town,Karachi,2,For Rent,2,354.0,Cheap Affordable Properties
Flat,5300000,D-17,Islamabad,3,For Sale,3,180.0,Medium Affordable Properties
House,12000000,Johar Town,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Flat,40000,Zero Point,Islamabad,2,For Rent,3,154.0,Medium Affordable Properties
Flat,75000,DHA Defence,Karachi,4,For Rent,4,248.0,Medium Affordable Properties
Flat,3300000,Scheme 33,Karachi,2,For Sale,3,86.0,Medium Affordable Properties
House,7000000,Sindh Industrial Trading Estate (SITE),Karachi,2,For Sale,3,126.0,Large Luxury Properties
House,16500000,Korangi,Karachi,2,For Sale,2,129.0,Large Luxury Properties
House,6750000,Palm Villas,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,18000000,Samanabad,Lahore,7,For Sale,6,253.0,Large Luxury Properties
House,45000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,5,253.0,Large Luxury Properties
House,26000000,Satellite Town,Rawalpindi,5,For Sale,4,177.0,Large Luxury Properties
Upper Portion,50000,North Nazimabad,Karachi,3,For Rent,3,25.0,Cheap Affordable Properties
House,11000000,Mehmoodabad,Karachi,6,For Sale,6,81.0,Large Luxury Properties
Upper Portion,17500000,North Nazimabad,Karachi,3,For Sale,3,185.0,Cheap Affordable Properties
House,12300000,Bahria Town,Lahore,5,For Sale,4,202.0,Large Luxury Properties
House,105000,Cantt,Karachi,5,For Rent,5,432.0,Large Luxury Properties
House,6500000,Shah Town,Karachi,3,For Sale,3,121.0,Large Luxury Properties
Flat,7500000,DHA Defence,Karachi,1,For Sale,1,56.0,Medium Affordable Properties
Flat,70000,DHA Defence,Karachi,3,For Rent,3,180.0,Medium Affordable Properties
Flat,13000000,Clifton,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
House,4500000,Wahdat Road,Lahore,3,For Sale,3,51.0,Large Luxury Properties
House,38000000,Scheme 33,Karachi,6,For Sale,6,405.0,Large Luxury Properties
House,13500000,Alfalah Town,Lahore,5,For Sale,5,177.0,Large Luxury Properties
House,2500000,Bilal Nagar,Faisalabad,2,For Sale,2,51.0,Large Luxury Properties
House,7600000,New Karachi,Karachi,4,For Sale,4,81.0,Large Luxury Properties
House,15000000,I-10,Islamabad,4,For Sale,4,152.0,Large Luxury Properties
House,3700000,Thanda Pani,Islamabad,4,For Sale,4,76.0,Large Luxury Properties
House,19500000,Scheme 33,Karachi,6,For Sale,6,147.0,Large Luxury Properties
House,6950000,Shershah Colony - Raiwind Road,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,7500000,GT Road,Lahore,6,For Sale,6,126.0,Large Luxury Properties
Flat,6000000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,5500000,Nazimabad,Karachi,2,For Sale,2,101.0,Medium Affordable Properties
House,15500000,Punjab Govt Employees Society,Lahore,4,For Sale,3,278.0,Large Luxury Properties
Flat,12500000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
Lower Portion,40000,G-15,Islamabad,3,For Rent,3,303.0,Cheap Affordable Properties
Flat,16000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,2,126.0,Medium Affordable Properties
House,44500,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,202.0,Large Luxury Properties
House,100000,Bahria Town,Islamabad,4,For Rent,4,253.0,Large Luxury Properties
Upper Portion,35000,Scheme 33,Karachi,3,For Rent,3,202.0,Cheap Affordable Properties
Upper Portion,45000,G-13,Islamabad,3,For Rent,3,329.0,Cheap Affordable Properties
House,12500000,Scheme 33,Karachi,4,For Sale,4,121.0,Large Luxury Properties
Lower Portion,31000,Shehzad Town,Islamabad,3,For Rent,2,202.0,Cheap Affordable Properties
House,28500000,G-13,Islamabad,6,For Sale,6,202.0,Large Luxury Properties
Flat,30000,E-11,Islamabad,2,For Rent,2,129.0,Medium Affordable Properties
Lower Portion,32000,Wapda City,Faisalabad,3,For Rent,2,253.0,Cheap Affordable Properties
Flat,13500000,Askari,Lahore,3,For Sale,3,253.0,Medium Affordable Properties
House,2300000,Gajju Matah,Lahore,2,For Sale,1,76.0,Large Luxury Properties
House,14000000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Flat,10000000,G-15,Islamabad,4,For Sale,4,271.0,Medium Affordable Properties
House,18000000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,35000,E-11,Islamabad,3,For Rent,2,202.0,Large Luxury Properties
House,23500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,253.0,Large Luxury Properties
Flat,50000,G-11,Islamabad,2,For Rent,2,180.0,Medium Affordable Properties
Lower Portion,135000,DHA Defence,Karachi,3,For Rent,3,56.0,Cheap Affordable Properties
House,13200000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,19500000,Bahria Town Karachi,Karachi,2,For Sale,2,202.0,Large Luxury Properties
Flat,4200000,Delhi Colony,Karachi,2,For Sale,2,78.0,Medium Affordable Properties
House,7000000,Saadi Road,Karachi,2,For Sale,2,121.0,Large Luxury Properties
Upper Portion,45000,Malir,Karachi,3,For Rent,3,253.0,Cheap Affordable Properties
Upper Portion,30000,Satellite Town,Rawalpindi,2,For Rent,3,126.0,Cheap Affordable Properties
House,12500000,North Karachi,Karachi,2,For Sale,2,121.0,Large Luxury Properties
Upper Portion,25000,Gulshan Abad,Rawalpindi,3,For Rent,3,253.0,Cheap Affordable Properties
House,3300000,PWD Housing Scheme,Islamabad,2,For Sale,2,66.0,Large Luxury Properties
House,6600000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Flat,60000,F-11,Islamabad,2,For Rent,2,180.0,Medium Affordable Properties
House,12500000,Gulshan-e-Ravi,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Flat,7000000,DHA Defence,Karachi,2,For Sale,2,119.0,Medium Affordable Properties
Flat,10700000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,15000000,Bahria Town Karachi,Karachi,3,For Sale,3,154.0,Large Luxury Properties
Flat,7500000,Garden West,Karachi,3,For Sale,3,147.0,Medium Affordable Properties
Lower Portion,28000,Soan Garden,Islamabad,2,For Rent,2,253.0,Cheap Affordable Properties
House,19000000,Architects Engineers Housing Society,Lahore,5,For Sale,4,253.0,Large Luxury Properties
House,11500000,Bahria Town,Lahore,6,For Sale,3,126.0,Large Luxury Properties
Flat,30000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,124.0,Medium Affordable Properties
Flat,55000,Jamshed Town,Karachi,3,For Rent,4,202.0,Medium Affordable Properties
House,75000,Canal Road,Faisalabad,6,For Rent,5,278.0,Large Luxury Properties
House,8500000,Bahria Nasheman,Lahore,3,For Sale,3,126.0,Large Luxury Properties
Flat,12500000,Bahria Town Karachi,Karachi,4,For Sale,3,253.0,Medium Affordable Properties
House,23500000,Bahria Town,Lahore,6,For Sale,5,278.0,Large Luxury Properties
House,21000000,Bahria Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,4500000,Harbanspura,Lahore,2,For Sale,3,63.0,Large Luxury Properties
Flat,28000,Gulistan-e-Jauhar,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
Flat,31000000,Cantt,Karachi,4,For Sale,3,288.0,Medium Affordable Properties
House,2050000,Girja Road,Rawalpindi,2,For Sale,3,51.0,Large Luxury Properties
Flat,1425000,Gadap Town,Karachi,1,For Sale,1,51.0,Medium Affordable Properties
House,6200000,Lalazar,Rawalpindi,2,For Sale,2,101.0,Large Luxury Properties
House,16500000,Samanabad,Lahore,5,For Sale,6,253.0,Large Luxury Properties
Flat,40000,G-11,Islamabad,2,For Rent,3,124.0,Medium Affordable Properties
House,130000,DHA Defence,Karachi,4,For Rent,4,121.0,Large Luxury Properties
Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,111.0,Medium Affordable Properties
House,27000000,DHA Defence,Karachi,4,For Sale,3,101.0,Large Luxury Properties
Flat,38000,DHA Defence,Karachi,2,For Rent,2,101.0,Medium Affordable Properties
House,7500000,Shadab Garden,Lahore,5,For Sale,4,126.0,Large Luxury Properties
House,8000000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,61.0,Large Luxury Properties
Flat,3800000,Korangi,Karachi,2,For Sale,2,76.0,Medium Affordable Properties
House,6900000,Allama Iqbal Town,Lahore,3,For Sale,3,71.0,Large Luxury Properties
Lower Portion,20000,North Karachi,Karachi,2,For Rent,2,121.0,Cheap Affordable Properties
Flat,4200000,Scheme 33,Karachi,1,For Sale,1,61.0,Medium Affordable Properties
House,25500000,G-11,Islamabad,4,For Sale,4,139.0,Large Luxury Properties
House,200000,E-11,Islamabad,6,For Rent,6,354.0,Large Luxury Properties
House,14000000,Bahria Town,Lahore,6,For Sale,5,202.0,Large Luxury Properties
House,19500000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,40000,Bahria Town,Islamabad,1,For Rent,1,61.0,Medium Affordable Properties
Upper Portion,7500000,North Karachi,Karachi,2,For Sale,3,121.0,Cheap Affordable Properties
House,13500000,Bahria Town,Lahore,4,For Sale,3,228.0,Large Luxury Properties
Flat,5400000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,10000000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
Flat,85000,Clifton,Karachi,4,For Rent,3,235.0,Medium Affordable Properties
House,12200000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,8500000,Chaklala Scheme,Rawalpindi,4,For Sale,4,126.0,Large Luxury Properties
House,3600000,Multan Road,Lahore,2,For Sale,3,51.0,Large Luxury Properties
Upper Portion,16000,Nazimabad,Karachi,2,For Rent,2,68.0,Cheap Affordable Properties
Upper Portion,80000,E-11,Islamabad,4,For Rent,4,430.0,Cheap Affordable Properties
Flat,6500000,University Road,Karachi,2,For Sale,3,83.0,Medium Affordable Properties
Flat,2950000,Gadap Town,Karachi,2,For Sale,2,61.0,Medium Affordable Properties
Upper Portion,32000,Pakistan Town,Islamabad,4,For Rent,3,253.0,Cheap Affordable Properties
House,18200000,Gulraiz Housing Scheme,Rawalpindi,4,For Sale,4,253.0,Large Luxury Properties
Upper Portion,25000,B-17,Islamabad,3,For Rent,3,253.0,Cheap Affordable Properties
House,180000,DHA Defence,Karachi,5,For Rent,4,303.0,Large Luxury Properties
Flat,3700000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,63.0,Medium Affordable Properties
Flat,3050000,Gadap Town,Karachi,2,For Sale,2,61.0,Medium Affordable Properties
Flat,15000000,Muslimabad Society,Karachi,3,For Sale,3,162.0,Medium Affordable Properties
House,10000000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,9500000,Mominpur,Lahore,4,For Sale,6,126.0,Large Luxury Properties
House,26000000,G-13,Islamabad,7,For Sale,6,202.0,Large Luxury Properties
Flat,6200000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,83.0,Medium Affordable Properties
Flat,8000000,North Nazimabad,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
House,7000000,Samanabad,Lahore,2,For Sale,3,76.0,Large Luxury Properties
House,13500000,Bahria Town,Islamabad,3,For Sale,3,126.0,Large Luxury Properties
House,7200000,Ghauri Town,Islamabad,3,For Sale,2,126.0,Large Luxury Properties
Lower Portion,110000,Jamshed Town,Karachi,4,For Rent,4,303.0,Cheap Affordable Properties
Flat,35000,D-17,Islamabad,2,For Rent,2,56.0,Medium Affordable Properties
Flat,3100000,Gadap Town,Karachi,2,For Sale,2,61.0,Medium Affordable Properties
House,23500000,Askari,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Lower Portion,2300000,Liaquatabad,Karachi,2,For Sale,2,46.0,Cheap Affordable Properties
Flat,12500000,G-11,Islamabad,2,For Sale,2,177.0,Medium Affordable Properties
House,18000000,North Karachi,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,6800000,Eden,Lahore,3,For Sale,3,101.0,Large Luxury Properties
House,5200000,Eden Gardens,Faisalabad,3,For Sale,3,51.0,Large Luxury Properties
House,25000,FECHS,Islamabad,3,For Rent,3,253.0,Large Luxury Properties
House,13500000,F-17,Islamabad,7,For Sale,6,177.0,Large Luxury Properties
House,11000000,Park View Villas,Lahore,3,For Sale,3,126.0,Large Luxury Properties
Flat,12500000,Federal B Area,Karachi,3,For Sale,3,187.0,Medium Affordable Properties
House,2200000,Kahna,Lahore,1,For Sale,1,76.0,Large Luxury Properties
House,10700000,Canal Garden,Lahore,5,For Sale,4,126.0,Large Luxury Properties
Flat,36000,North Nazimabad,Karachi,3,For Rent,3,162.0,Medium Affordable Properties
House,40000,Bahria Town Karachi,Karachi,3,For Rent,3,152.0,Large Luxury Properties
House,10000000,Allama Iqbal Town,Lahore,2,For Sale,2,101.0,Large Luxury Properties
House,23000000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,4500000,DHA Defence,Islamabad,4,For Sale,3,202.0,Large Luxury Properties
